Roll,Pitch,Heading,Temperature,Pressure,Sea Level Pressure,Altitude,Corrected Altitude,Packet RSSI,Packet SNR
-6.30,-5.50,14.00,25.10,509.23,541.11,509.40,488.32,-38,9.75
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,10.00
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,12.00
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,9.75
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,9.75
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,9.25
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,9.25
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,9.50
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,9.50
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-38,9.50
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-38,9.50
-6.30,-5.50,14.00,25.10,509.22,541.11,509.56,488.47,-37,9.25
-6.30,-5.50,14.00,25.10,509.22,541.11,509.56,488.47,-38,9.50
-6.30,-5.50,14.00,25.10,509.22,541.11,509.56,488.47,-37,9.25
-6.30,-5.50,14.00,25.10,509.22,541.11,509.56,488.47,-37,9.50
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-39,10.00
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-39,10.00
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-39,9.75
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-39,10.25
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,10.25
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-38,9.75
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,9.50
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,12.50
-6.30,-5.50,14.00,25.10,509.25,541.11,508.91,487.84,-37,9.50
-6.30,-5.50,14.00,25.10,509.25,541.11,509.07,488.00,-37,9.50
-6.30,-5.50,14.00,25.10,509.25,541.11,509.07,488.00,-38,9.75
-6.30,-5.50,14.00,25.10,509.25,541.11,509.07,488.00,-38,9.25
-6.30,-5.50,14.00,25.10,509.25,541.11,509.07,488.00,-37,9.75
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.25
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.50
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.75
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.75
-6.30,-5.50,14.00,25.10,509.23,541.11,509.40,488.32,-37,9.75
-6.30,-5.50,14.00,25.10,509.23,541.11,509.40,488.32,-38,9.50
-6.30,-5.50,14.00,25.10,509.23,541.11,509.40,488.32,-37,9.50
-6.30,-5.50,14.00,25.10,509.23,541.11,509.40,488.32,-38,9.50
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,10.25
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,9.75
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,9.50
-6.30,-5.50,14.00,25.10,509.24,541.11,509.23,488.16,-38,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-38,9.75
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-39,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-39,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-38,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.25
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.75
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-38,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.75
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.50
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.25
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.75
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,9.75
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-38,9.50
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,10.00
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,12.25
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,9.00
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-37,9.75
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.25
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.25
-6.30,-5.50,14.00,25.00,509.22,541.11,509.56,488.47,-38,9.50
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-38,10.00
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-38,9.75
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-38,9.75
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,9.50
-6.30,-5.50,14.00,25.00,509.24,541.11,509.23,488.16,-38,9.75
-6.30,-5.50,14.00,25.00,509.24,541.11,509.23,488.16,-38,10.25
-6.30,-5.50,14.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.30,-5.50,14.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,9.75
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,9.75
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,9.50
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-37,10.00
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-38,10.25
-6.30,-5.50,14.00,25.00,509.25,541.11,509.07,488.00,-38,10.25
-6.30,-5.50,14.00,25.00,509.27,541.11,508.74,487.68,-38,10.00
-6.30,-5.50,14.00,25.00,509.27,541.11,508.74,487.68,-38,10.00
-6.30,-5.50,14.00,25.00,509.27,541.11,508.74,487.68,-38,10.00
-6.30,-5.50,14.00,25.00,509.27,541.11,508.74,487.68,-37,10.00
-6.30,-5.50,14.00,25.00,509.25,541.11,508.91,487.84,-37,10.00
-6.30,-5.50,14.00,25.00,509.25,541.11,508.91,487.84,-37,9.25
-6.30,-5.50,14.00,25.00,509.25,541.11,508.91,487.84,-37,9.25
-6.30,-5.50,14.00,25.00,509.25,541.11,508.91,487.84,-37,11.25
-6.30,-5.50,14.00,25.00,509.25,541.11,508.91,487.84,-37,9.75
-6.30,-5.50,14.00,24.90,509.23,541.11,509.40,488.32,-37,10.00
-6.40,-5.60,14.00,24.90,509.23,541.11,509.40,488.32,-37,10.00
-6.40,-5.60,14.00,24.90,509.23,541.11,509.40,488.32,-37,9.75
-6.40,-5.60,14.00,24.90,509.23,541.11,509.40,488.32,-37,9.75
-6.40,-5.60,14.00,24.90,509.23,541.11,509.40,488.32,-37,9.75
-6.30,-5.50,14.00,25.00,509.23,541.11,509.40,488.32,-37,10.00
-8.80,-5.60,13.00,25.00,509.23,541.11,509.40,488.32,-36,9.50
-7.50,-5.50,13.00,25.00,509.23,541.11,509.40,488.32,-35,9.50
-8.50,-5.50,13.00,25.00,509.23,541.11,509.40,488.32,-38,9.50
-8.00,-5.50,13.00,25.00,509.22,541.11,509.56,488.47,-36,10.00
-8.60,-5.50,13.00,25.00,509.22,541.11,509.56,488.47,-37,10.50
-8.00,-5.50,13.00,25.00,509.22,541.11,509.56,488.47,-37,9.50
-8.80,-5.50,13.00,25.00,509.22,541.11,509.56,488.47,-37,9.75
-8.70,-5.30,13.00,25.00,509.24,541.11,509.23,488.16,-35,10.00
-8.40,-5.30,13.00,25.00,509.24,541.11,509.23,488.16,-36,10.25
-8.30,-5.10,13.00,25.00,509.24,541.11,509.23,488.16,-37,10.25
-8.30,-5.10,13.00,25.00,509.24,541.11,509.23,488.16,-37,10.25
-7.40,-5.20,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.25
-6.60,-5.10,13.00,25.00,509.24,541.11,509.23,488.16,-36,10.25
-6.60,-5.10,13.00,25.00,509.24,541.11,509.23,488.16,-36,10.25
-6.50,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-37,10.50
-6.60,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-37,10.25
-6.60,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-37,10.25
-6.60,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.50,-5.00,13.00,25.00,509.23,541.11,509.40,488.32,-37,9.50
-6.50,-5.00,13.00,25.00,509.23,541.11,509.40,488.32,-39,9.25
-6.50,-5.00,13.00,25.00,509.23,541.11,509.40,488.32,-39,9.25
-6.50,-5.00,13.00,25.00,509.23,541.11,509.40,488.32,-37,9.75
-6.50,-5.00,13.00,25.00,509.23,541.11,509.40,488.32,-38,9.25
-6.60,-5.00,13.00,25.00,509.25,541.11,508.91,487.84,-37,11.00
-6.60,-5.00,13.00,25.00,509.25,541.11,508.91,487.84,-37,11.00
-6.50,-5.00,13.00,25.00,509.25,541.11,508.91,487.84,-37,9.50
-6.40,-5.00,13.00,25.00,509.25,541.11,508.91,487.84,-38,9.75
-6.40,-5.00,13.00,25.00,509.25,541.11,508.91,487.84,-37,9.50
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,9.75
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,12.50
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-39,10.50
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.40,-5.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.80,-5.30,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.00,-4.70,13.00,25.00,509.24,541.11,509.23,488.16,-46,10.25
-6.20,-4.50,13.00,25.00,509.21,541.11,509.73,488.63,-43,9.75
-6.20,-4.50,13.00,25.00,509.21,541.11,509.73,488.63,-43,9.75
-6.50,-4.50,13.00,25.00,509.21,541.11,509.73,488.63,-43,9.75
-6.60,-4.50,13.00,25.00,509.21,541.11,509.73,488.63,-46,10.00
-6.70,-4.50,13.00,25.00,509.21,541.11,509.73,488.63,-47,10.00
-6.70,-4.50,13.00,25.00,509.21,541.11,509.73,488.63,-47,10.00
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-48,10.00
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-48,9.25
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-47,9.75
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-47,9.75
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-47,9.75
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-47,9.50
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-46,10.00
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-47,10.00
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-47,10.00
-6.70,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-48,9.25
-6.60,-4.50,13.00,25.00,509.24,541.11,509.23,488.16,-47,10.50
-6.60,-4.50,13.00,25.00,509.24,541.11,509.23,488.16,-48,10.25
-6.60,-4.50,13.00,25.00,509.24,541.11,509.23,488.16,-48,10.50
-6.60,-4.50,13.00,25.00,509.24,541.11,509.23,488.16,-49,10.00
-6.50,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-52,9.50
-7.20,-4.50,13.00,25.00,509.23,541.11,509.40,488.32,-57,8.75
-9.60,-4.40,13.00,25.00,509.23,541.11,509.40,488.32,-46,10.25
-9.60,-4.40,13.00,25.00,509.23,541.11,509.40,488.32,-46,10.25
-8.30,-4.60,13.00,25.00,509.23,541.11,509.40,488.32,-50,9.75
-8.00,-4.00,13.00,25.00,509.23,541.11,509.40,488.32,-48,9.75
-8.10,-4.00,13.00,25.00,509.23,541.11,509.40,488.32,-46,9.75
-8.40,-3.50,13.00,25.00,509.23,541.11,509.40,488.32,-45,9.50
-7.60,-3.90,13.00,25.00,509.23,541.11,509.40,488.32,-49,9.75
-7.70,-2.50,13.00,25.00,509.24,541.11,509.23,488.16,-46,10.00
-7.00,-1.80,13.00,25.00,509.24,541.11,509.23,488.16,-37,10.50
-6.80,-2.00,13.00,25.00,509.24,541.11,509.23,488.16,-38,10.00
-6.50,-2.10,13.00,25.00,509.24,541.11,509.23,488.16,-31,10.25
-7.20,-5.90,15.00,25.00,509.20,541.11,509.89,488.79,-32,10.00
-7.20,-5.90,15.00,25.00,509.20,541.11,509.89,488.79,-32,10.00
-6.50,-5.60,15.00,25.00,509.20,541.11,509.89,488.79,-31,10.25
-7.70,-5.30,16.00,25.00,509.20,541.11,509.89,488.79,-30,10.00
-6.70,-5.50,16.00,25.00,509.20,541.11,509.89,488.79,-30,10.00
-6.70,-5.50,16.00,25.00,509.20,541.11,509.89,488.79,-30,10.00
-7.60,-5.20,16.00,25.00,84395.31,-20132117.76,-16104332.80,168255.38,-27,-6.25
-7.10,-5.10,17.00,25.00,509.23,541.11,509.40,488.32,-29,9.75
-7.60,-5.10,17.00,25.00,509.23,541.11,509.40,488.32,-43,10.00
-8.10,-5.00,17.00,25.00,509.23,541.11,509.40,488.32,-37,9.75
-8.10,-4.80,17.00,25.00,509.23,541.11,509.40,488.32,-41,9.75
-7.20,-4.80,17.00,25.00,509.23,541.11,509.40,488.32,-39,9.50
-7.20,-4.80,17.00,25.00,509.23,541.11,509.40,488.32,-39,9.50
-7.20,-4.90,17.00,25.00,509.23,541.11,509.40,488.32,-50,9.75
-8.60,-4.20,19.00,25.00,509.22,541.11,509.56,488.47,-45,9.75
-7.40,-4.10,20.00,25.00,509.22,541.11,509.56,488.47,-55,9.75
-9.00,-2.70,12.00,25.00,509.22,541.11,509.56,488.47,-47,10.00
-5.70,-4.40,342.00,25.00,509.22,541.11,509.56,488.47,-36,9.75
-6.00,-5.20,344.00,25.00,509.21,541.11,509.73,488.63,-51,9.75
-5.80,-5.10,344.00,25.00,509.21,541.11,509.73,488.63,-43,9.50
-6.70,-4.30,343.00,25.00,509.21,541.11,509.73,488.63,-41,9.75
-5.90,-5.90,345.00,25.00,509.21,541.11,509.73,488.63,-44,9.50
-6.10,-9.30,347.00,25.00,509.22,541.11,509.56,488.47,-46,10.00
-6.10,-9.10,347.00,25.00,509.22,541.11,509.56,488.47,-45,9.50
-6.00,-9.10,347.00,25.00,509.22,541.11,509.56,488.47,-45,9.50
-6.10,-9.10,347.00,25.00,509.22,541.11,509.56,488.47,-45,10.00
-6.20,-7.80,347.00,25.00,509.22,541.11,509.56,488.47,-45,9.75
-6.80,-7.40,347.00,25.00,509.22,541.11,509.56,488.47,-52,9.75
4.80,-30.60,2.00,25.00,509.22,541.11,509.56,488.47,-36,9.75
24.90,-34.80,23.00,25.00,509.22,541.11,509.56,488.47,-45,9.50
24.90,-34.80,23.00,25.00,509.22,541.11,509.56,488.47,-45,9.50
51.00,-64.00,236.00,25.00,509.21,541.11,509.73,488.63,-35,10.25
37.10,-56.30,241.00,25.00,509.21,541.11,509.73,488.63,-37,10.25
-44.10,-20.20,225.00,25.00,509.21,541.11,509.73,488.63,-37,10.50
-50.30,14.20,215.00,25.00,509.21,541.11,509.73,488.63,-39,10.00
-31.30,40.80,233.00,25.00,509.22,541.11,509.56,488.47,-42,9.75
-24.30,42.60,238.00,25.00,509.22,541.11,509.56,488.47,-44,9.75
-24.30,42.60,238.00,25.00,509.22,541.11,509.56,488.47,-44,9.75
-20.60,39.90,239.00,25.00,509.22,541.11,509.56,488.47,-45,10.00
-18.70,8.50,234.00,25.00,509.22,541.11,509.56,488.47,-44,9.25
3.40,-27.00,238.00,25.00,509.21,541.11,509.73,488.63,-44,9.75
9.10,-44.70,240.00,25.00,509.21,541.11,509.73,488.63,-37,10.00
6.30,-44.20,237.00,25.00,509.21,541.11,509.73,488.63,-36,10.00
-7.10,10.20,237.00,25.00,509.21,541.11,509.73,488.63,-46,10.25
-7.10,21.50,246.00,25.00,509.19,541.11,510.05,488.95,-51,9.50
-24.00,-28.10,201.00,25.00,509.19,541.11,510.05,488.95,-34,10.00
9.80,-58.20,149.00,25.00,509.19,541.11,510.05,488.95,-44,9.75
-4.30,-63.50,147.00,25.00,509.19,541.11,510.05,488.95,-31,10.75
22.50,-12.30,102.00,25.10,509.20,541.11,509.89,488.79,-35,9.75
4.30,13.20,92.00,25.10,509.20,541.11,509.89,488.79,-33,10.25
1.50,23.60,101.00,25.10,509.20,541.11,509.89,488.79,-33,10.00
1.50,23.60,101.00,25.10,509.20,541.11,509.89,488.79,-33,10.00
3.30,33.90,98.00,25.10,509.20,541.11,509.89,488.79,-32,10.50
2.90,39.70,101.00,1248.80,388359.72,301.11,32607.66,63393.59,-27,-6.00
3.00,43.40,103.00,25.10,509.17,541.11,510.38,489.27,-31,9.75
4.70,44.00,101.00,25.10,509.17,541.11,510.38,489.27,-31,10.00
4.50,44.30,101.00,25.10,509.17,541.11,510.38,489.27,-31,10.00
5.30,46.40,102.00,25.20,509.21,541.11,509.73,488.63,-33,9.75
4.60,45.80,100.00,25.20,509.21,541.11,509.73,488.63,-32,10.00
4.00,52.50,102.00,25.20,509.21,541.11,509.73,488.63,-34,10.00
2.80,57.10,104.00,25.20,509.21,541.11,509.73,488.63,-38,9.50
3.10,58.80,105.00,25.20,509.21,541.11,509.73,488.63,-39,9.50
1.90,53.50,105.00,25.20,509.21,541.11,509.73,488.63,-33,10.25
0.60,12.20,99.00,25.20,509.21,541.11,509.73,488.63,-28,9.50
1.70,-12.90,98.00,25.20,509.21,541.11,509.73,488.63,-28,10.00
1.70,-12.90,98.00,25.20,509.21,541.11,509.73,488.63,-28,10.00
1.00,-36.30,98.00,25.20,509.19,541.11,510.05,488.95,-36,9.50
1.00,-36.30,98.00,25.20,509.19,541.11,510.05,488.95,-36,9.50
0.10,-44.60,99.00,25.20,509.19,541.11,510.05,488.95,-29,9.50
0.10,-44.60,99.00,25.20,509.19,541.11,510.05,488.95,-29,9.50
0.30,-49.60,95.00,25.20,509.19,541.11,510.05,488.95,-33,9.50
0.00,-49.50,95.00,25.20,509.19,541.11,510.05,488.95,-34,9.50
0.30,-48.90,94.00,25.30,509.18,541.11,510.22,489.11,-33,9.50
0.60,-48.30,94.00,25.30,509.18,541.11,510.22,489.11,-33,10.00
0.80,-48.00,93.00,25.30,509.18,541.11,510.22,489.11,-33,9.75
1.50,-47.80,92.00,25.30,509.18,541.11,510.22,489.11,-34,9.75
1.10,-47.60,91.00,25.30,509.19,541.11,510.05,488.95,-35,9.50
0.80,-46.50,91.00,25.30,509.19,541.11,510.05,488.95,-35,9.75
-0.30,-36.10,93.00,25.30,509.19,541.11,510.05,488.95,-34,9.75
3.20,10.50,100.00,25.30,509.19,541.11,510.05,488.95,-25,9.50
9.30,35.60,109.00,25.30,509.19,541.11,510.05,488.95,-27,9.25
9.80,39.50,112.00,25.30,509.19,172.38,510.05,488.95,-30,-2.50
9.30,40.00,110.00,25.30,509.19,541.11,510.05,488.95,-27,7.00
9.10,41.00,111.00,25.30,509.19,541.11,510.05,488.95,-30,9.75
9.10,41.60,111.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
9.10,41.60,111.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
8.70,41.60,112.00,25.40,509.20,541.11,509.89,488.79,-31,10.25
8.40,42.10,112.00,25.40,509.20,541.11,509.89,488.79,-31,10.00
8.50,42.20,112.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
8.40,42.50,113.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
8.20,42.80,113.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
8.20,42.80,113.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
8.30,43.00,113.00,25.40,509.20,541.11,509.89,488.79,-31,10.50
8.80,43.60,113.00,25.40,509.20,541.11,509.89,488.79,-33,10.50
10.00,53.00,115.00,25.40,509.17,541.11,510.38,489.27,-41,11.25
9.10,-12.50,96.00,25.40,509.17,541.11,510.38,489.27,-28,6.75
1.20,-41.50,96.00,25.40,509.17,541.11,510.38,489.27,-34,9.75
-2.00,-52.50,97.00,25.40,509.17,541.11,510.38,489.27,-41,10.00
-0.80,-56.30,98.00,25.50,509.20,541.11,509.89,488.79,-41,10.25
-1.20,-55.30,99.00,25.50,509.20,541.11,509.89,488.79,-42,10.50
-0.40,-54.60,98.00,25.50,509.20,541.11,509.89,488.79,-42,10.25
-1.30,-54.40,99.00,25.50,509.20,541.11,509.89,488.79,-43,10.25
-1.30,-54.40,99.00,25.50,509.20,541.11,509.89,488.79,-43,10.25
-1.00,-54.50,98.00,25.50,509.17,541.11,510.38,489.27,-42,10.00
-1.10,-54.50,98.00,25.50,509.17,541.11,510.38,489.27,-42,10.00
-1.10,-53.80,98.00,25.50,509.17,541.11,510.38,489.27,-42,10.50
0.10,-33.30,99.00,25.50,509.17,541.11,510.38,489.27,-32,9.75
8.60,12.30,104.00,25.50,509.21,541.11,509.73,488.63,-30,10.00
8.60,12.30,104.00,25.50,509.21,541.11,509.73,488.63,-30,10.00
11.00,24.10,105.00,25.50,509.21,541.11,509.73,488.63,-31,9.75
10.30,27.80,106.00,25.50,509.21,541.11,509.73,488.63,-31,10.25
8.30,-0.50,106.00,25.50,509.21,541.11,509.73,488.63,-34,9.50
8.00,-15.30,118.00,25.60,509.18,541.11,510.22,489.11,-29,10.00
-4.50,2.10,94.00,25.60,509.18,541.11,510.22,489.11,-36,9.75
8.40,3.00,86.00,25.60,509.18,541.11,510.22,489.11,-32,9.50
8.40,3.00,86.00,25.60,509.18,541.11,510.22,489.11,-32,9.50
8.50,4.30,91.00,25.60,509.18,541.11,510.22,489.11,-28,9.50
8.90,4.40,92.00,25.50,509.19,541.11,510.05,488.95,-29,9.50
9.20,4.00,92.00,25.50,509.19,541.11,510.05,488.95,-30,9.50
9.40,4.00,92.00,25.50,509.19,541.11,510.05,488.95,-29,10.00
9.50,3.80,92.00,25.50,509.19,541.11,510.05,488.95,-29,9.75
9.50,3.80,92.00,25.60,509.19,541.11,510.05,488.95,-29,9.50
9.50,3.80,92.00,25.60,509.19,541.11,510.05,488.95,-29,10.00
9.40,3.80,92.00,25.60,509.19,541.11,510.05,488.95,-29,9.50
9.30,3.80,92.00,25.60,509.19,541.11,510.05,488.95,-30,10.00
9.30,3.80,92.00,25.60,509.19,541.11,510.05,488.95,-30,10.00
9.30,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-29,9.75
9.30,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-29,10.00
9.30,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-29,10.00
9.50,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-29,9.75
9.60,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-29,10.25
9.60,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-30,10.00
9.50,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-30,9.75
9.50,3.80,92.00,25.60,509.21,541.11,509.73,488.63,-29,10.25
9.50,3.90,92.00,25.60,509.21,541.11,509.73,488.63,-30,10.25
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,9.75
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.25
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,9.75
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.25
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.25
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-29,10.00
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.50,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.80,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.80,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.80,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.80,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.90,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.25
9.80,3.90,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
9.80,3.90,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.50
9.80,3.90,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.50
9.80,3.90,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
9.80,3.90,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.50
9.80,3.90,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.75
9.80,3.90,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.75
9.80,3.90,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.25
9.80,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.25
9.80,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,10.00
9.80,3.90,92.00,25.60,509.20,541.11,509.89,488.79,-30,9.75
10.00,3.80,92.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
10.00,3.80,92.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
10.00,3.80,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.75
10.00,3.80,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.75
10.00,3.80,92.00,25.60,509.22,541.11,509.56,488.47,-30,9.75
10.00,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
10.00,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
10.00,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
10.00,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
10.00,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.25
10.10,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,10.00
10.10,3.80,92.00,25.60,509.23,541.11,509.40,488.32,-30,10.00
10.10,3.70,93.00,25.60,509.23,541.11,509.40,488.32,-30,9.50
10.10,3.70,92.00,25.60,509.23,541.11,509.40,488.32,-30,9.75
10.10,3.60,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.60,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.60,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.60,92.00,25.70,509.20,541.11,509.89,488.79,-30,9.75
10.10,3.60,92.00,25.70,509.20,541.11,509.89,488.79,-30,9.75
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.25
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,10.50
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,10.00
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.25
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.10,3.70,92.00,25.70,509.18,541.11,510.22,489.11,-29,9.50
