Roll,Pitch,Heading,Temperature,Pressure,Sea Level Pressure,Altitude,Corrected Altitude,Packet RSSI,Packet SNR
10.10,3.70,92.00,25.70,509.18,541.11,510.22,489.11,-29,10.00
10.10,3.70,92.00,25.70,509.18,541.11,510.22,489.11,-28,9.75
10.10,3.70,92.00,25.70,509.18,541.11,510.22,489.11,-28,9.75
10.10,3.70,92.00,25.70,509.18,541.11,510.22,489.11,-28,10.00
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,10.25
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,10.25
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,10.25
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,10.25
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,9.75
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.10,3.70,92.00,25.70,509.22,541.11,509.56,488.47,-29,10.00
10.20,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.50
10.10,3.70,92.00,25.70,509.22,541.11,509.56,488.47,-29,9.50
10.10,3.70,92.00,25.70,509.22,541.11,509.56,488.47,-29,9.75
10.10,3.70,92.00,25.70,509.22,541.11,509.56,488.47,-29,9.75
10.10,3.70,92.00,25.70,509.19,541.11,510.05,488.95,-30,9.50
10.10,3.70,92.00,25.70,509.19,541.11,510.05,488.95,-29,10.00
10.10,3.70,92.00,25.70,509.19,541.11,510.05,488.95,-29,9.50
10.10,3.70,92.00,25.70,509.19,541.11,510.05,488.95,-29,9.75
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-30,9.50
10.10,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-30,9.75
10.20,3.70,92.00,25.70,509.21,541.11,509.73,488.63,-30,10.00
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.70,92.00,25.70,509.20,541.11,509.89,488.79,-30,10.00
10.10,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-30,10.25
10.10,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-30,9.75
10.10,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-30,9.75
10.10,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-30,8.75
10.10,3.70,93.00,25.70,509.19,541.11,510.05,488.95,-30,9.50
10.10,3.80,93.00,25.70,509.19,541.11,510.05,488.95,-30,9.25
10.10,3.80,93.00,25.70,509.19,541.11,510.05,488.95,-30,9.25
10.10,3.80,93.00,25.70,509.19,541.11,510.05,488.95,-30,9.50
10.10,3.80,93.00,25.70,509.19,541.11,510.05,488.95,-30,9.75
10.10,3.80,93.00,25.70,509.20,541.11,509.89,488.79,-30,10.50
10.10,3.80,93.00,25.70,509.20,541.11,509.89,488.79,-30,9.75
10.30,3.60,93.00,25.70,509.20,541.11,509.89,488.79,-29,10.00
10.30,3.60,93.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.30,3.60,93.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.30,3.60,93.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.30,3.60,93.00,25.70,509.21,541.11,509.73,488.63,-29,9.75
10.30,3.60,93.00,25.70,509.21,541.11,509.73,488.63,-29,9.75
10.30,3.60,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.50
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.75
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.75
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.50
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.50
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.50
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.75
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,10.00
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,10.00
10.30,3.70,93.00,25.70,509.22,541.11,509.56,488.47,-29,9.75
10.30,3.80,93.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.30,3.80,93.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.30,3.80,93.00,25.70,509.20,541.11,509.89,488.79,-29,10.25
10.40,3.70,93.00,25.70,509.20,541.11,509.89,488.79,-29,10.00
10.40,3.60,93.00,25.70,509.20,541.11,509.89,488.79,-29,9.75
10.40,3.60,93.00,25.70,509.18,541.11,510.22,489.11,-29,9.50
10.40,3.60,93.00,25.70,509.18,541.11,510.22,489.11,-28,9.75
10.40,3.70,93.00,25.70,509.18,541.11,510.22,489.11,-29,9.75
10.40,3.70,93.00,25.70,509.18,541.11,510.22,489.11,-29,9.50
10.40,3.70,93.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.40,3.70,93.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.40,3.70,93.00,25.70,509.21,541.11,509.73,488.63,-29,9.75
10.40,3.80,93.00,25.70,509.21,541.11,509.73,488.63,-30,9.75
10.50,3.80,93.00,25.70,509.21,541.11,509.73,488.63,-29,10.00
10.40,3.80,93.00,25.60,509.21,541.11,509.73,488.63,-30,9.75
10.40,3.80,93.00,25.60,509.21,541.11,509.73,488.63,-30,9.75
10.40,3.80,93.00,25.60,509.21,541.11,509.73,488.63,-30,10.00
10.40,3.80,93.00,25.60,509.21,541.11,509.73,488.63,-30,10.00
10.40,3.80,93.00,25.60,509.21,541.11,509.73,488.63,-30,9.75
10.50,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-30,9.50
10.50,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-30,9.50
10.50,3.70,93.00,25.60,509.19,541.11,510.05,488.95,-30,10.00
10.50,3.70,93.00,25.60,509.19,541.11,510.05,488.95,-30,9.75
10.50,3.70,93.00,25.60,509.19,541.11,510.05,488.95,-30,9.75
10.50,3.70,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.50
10.60,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-29,9.75
10.60,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.00
10.60,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-30,9.75
10.90,3.60,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.00
10.90,3.60,93.00,25.60,509.21,541.11,509.73,488.63,-29,10.00
10.90,3.60,93.00,25.60,509.21,541.11,509.73,488.63,-29,10.00
10.90,3.60,93.00,25.60,509.21,541.11,509.73,488.63,-30,10.00
10.90,3.60,93.00,25.60,509.21,541.11,509.73,488.63,-29,9.75
11.00,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.25
11.00,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.50
11.00,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.00
11.00,3.70,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.00
11.00,3.80,93.00,25.60,509.20,541.11,509.89,488.79,-29,10.00
11.00,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
11.00,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
11.00,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
11.00,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
11.00,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
11.00,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,10.00
11.00,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
11.00,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
11.00,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
10.90,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
10.90,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
10.90,3.80,93.00,25.60,509.19,541.11,510.05,488.95,-29,9.75
10.90,3.80,93.00,25.60,509.23,541.11,509.40,488.32,-29,9.50
10.90,3.80,93.00,25.60,509.23,541.11,509.40,488.32,-29,9.75
10.90,3.80,93.00,25.60,509.23,541.11,509.40,488.32,-29,9.75
10.90,3.80,93.00,25.60,509.23,541.11,509.40,488.32,-29,9.50
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.50
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.75
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.25
10.90,3.80,93.00,25.60,509.22,541.11,509.56,488.47,-29,9.25
